zone_id,id,item_template_id,x,y,x_offset,y_offset,charges,properties
2,57,110,39,39,64,0,1,2
2,58,119,39,39,64,0,1,2
2,59,60,38,45,128,64,0,0
2,60,60,39,44,128,128,0,0
2,61,282,40,44,128,128,0,0
2,62,261,45,46,0,128,4,2
2,63,402,45,46,64,128,0,2
2,64,402,45,46,0,64,0,2
2,65,247,2,4,128,128,1,2
2,66,450,2,5,0,64,0,0
2,67,454,6,7,64,64,0,0
2,68,405,6,7,64,128,0,0
2,69,461,6,7,64,0,0,0
2,70,279,3,16,192,64,0,0
2,71,279,6,14,64,64,0,0
2,72,266,3,16,128,128,0,0
2,73,266,6,14,128,0,0,0
2,74,460,3,16,64,128,0,0
2,75,460,6,13,128,192,0,0
2,76,90,30,2,64,128,6,0
2,77,110,30,2,128,128,1,0
2,78,119,32,12,64,128,1,0
2,79,119,32,12,64,64,1,0
2,80,267,36,25,64,128,3,2
2,81,272,36,25,128,64,0,2
2,82,275,36,22,64,192,0,0
2,83,275,38,22,64,192,0,0
2,84,231,36,25,64,64,1,2
2,85,25,31,24,192,64,0,2
2,86,128,31,24,192,128,0,3
2,87,182,31,24,192,64,0,3
2,88,11,41,22,128,192,0,2
2,89,151,39,26,128,64,0,0
2,90,2,41,22,64,192,21,2
2,91,230,41,22,64,192,1,2
2,92,62,45,20,128,128,0,3
2,93,272,45,20,128,128,0,2
2,94,273,45,20,128,64,1,2
2,95,406,47,22,64,128,0,0
2,96,197,47,22,128,64,0,0
2,97,36,45,17,128,192,0,3
2,98,11,45,17,64,192,0,3
2,99,346,45,17,128,192,0,3
2,100,147,47,19,64,64,0,1
2,101,453,44,34,192,128,0,0
2,102,453,44,33,64,192,0,0
2,103,195,44,34,0,128,0,0
2,104,408,44,34,192,0,0,0
2,105,453,43,25,128,128,0,2
2,106,213,43,25,64,128,0,2
2,107,208,44,24,64,192,0,0
2,108,110,43,25,128,128,1,2
2,109,3,43,25,64,128,64,2
2,110,265,47,3,64,128,0,1
2,111,407,47,3,64,0,0,0
2,112,246,60,7,192,0,1,0
2,113,146,59,43,64,64,0,0
2,114,448,55,42,64,128,0,0
2,115,401,55,42,128,64,0,0
2,116,265,55,42,128,192,0,1
2,117,3,58,39,64,192,159,3
2,118,4,58,39,128,192,10,3
2,119,29,58,39,128,192,0,3
2,120,2,53,43,192,64,138,3
2,121,101,53,43,192,128,6,3
2,122,390,53,43,192,64,0,3
2,123,391,58,39,128,192,0,3
2,124,385,54,32,64,192,0,3
2,125,110,54,32,128,192,2,3
2,126,346,49,43,128,0,0,2
2,127,466,49,43,64,0,0,2
2,128,62,49,43,128,0,0,2
2,129,110,49,43,64,0,1,2
2,130,118,31,6,192,64,1,0
2,131,118,29,7,128,128,1,0
2,132,118,30,7,192,128,1,0
2,133,458,44,2,128,0,0,0
2,134,458,48,2,64,0,0,0
3,0,448,6,43,64,64,0,0
3,1,448,6,41,64,64,0,0
3,2,448,7,40,64,64,0,0
3,3,448,8,45,64,64,0,0
3,4,197,9,45,0,0,0,0
3,5,197,9,41,0,128,0,0
3,6,449,4,40,192,128,3,2
3,7,118,5,42,64,64,6,0
3,8,220,4,40,192,128,1,3
3,9,406,7,41,192,128,0,0
3,10,204,13,40,192,128,0,0
3,11,60,12,41,192,128,0,0
3,12,60,13,41,64,0,0,0
3,13,60,14,40,128,0,0,0
3,14,273,25,60,192,0,1,0
3,15,273,25,58,192,192,1,0
3,16,273,27,58,0,192,1,0
3,17,273,27,60,0,0,1,0
3,18,194,25,56,0,0,0,2
3,19,194,25,56,64,64,0,2
3,20,200,25,56,0,64,0,2
3,21,200,25,56,0,64,0,2
3,22,200,25,56,64,64,0,2
3,23,269,29,57,128,128,0,0
3,24,413,24,57,192,64,0,2
3,25,419,24,57,192,128,0,2
3,26,419,24,57,192,128,0,2
3,27,202,29,57,64,64,0,0
3,28,202,29,57,128,64,0,0
3,29,221,24,57,192,64,1,2
3,30,223,24,57,192,64,1,2
3,31,267,34,23,128,64,4,2
3,32,272,34,23,128,128,0,2
3,33,275,32,24,0,64,0,0
3,34,270,34,23,128,64,1,2
3,35,119,34,23,64,128,1,2
3,36,271,55,43,192,128,0,0
3,37,411,56,42,128,64,0,0
3,38,204,45,50,64,64,0,0
3,39,60,44,52,192,64,0,0
3,40,60,46,50,64,128,0,0
3,41,60,47,48,192,192,0,0
3,42,283,51,55,64,64,0,0
3,43,283,52,55,64,128,0,0
3,44,271,48,55,64,128,0,0
3,45,275,56,49,192,0,0,0
3,46,275,57,49,192,0,0,0
3,47,275,58,49,192,0,0,0
3,48,275,56,49,0,0,0,0
3,49,419,56,49,128,128,0,0
3,50,202,57,49,0,128,0,0
3,51,198,59,49,64,64,0,0
3,52,202,61,50,64,64,0,0
3,53,202,61,52,64,64,0,0
3,54,110,61,51,64,64,1,0
3,55,110,61,51,64,192,1,0
3,56,419,61,51,128,128,0,0
3,57,60,56,56,64,64,0,2
3,58,60,56,56,64,64,0,2
3,59,60,56,56,64,64,0,2
3,60,416,56,60,64,64,0,0
3,61,416,58,56,64,64,0,0
3,62,417,56,60,128,128,0,0
3,63,417,58,56,192,64,0,0
3,64,202,58,57,64,128,0,0
3,65,216,59,59,64,64,1,0
3,66,217,57,53,128,128,1,0
3,67,452,56,52,0,192,0,0
3,68,452,56,53,0,64,0,0
3,69,255,57,60,128,64,1,0
3,70,275,58,47,0,0,0,0
3,71,275,48,46,64,64,0,0
3,72,275,48,47,64,64,0,0
3,73,277,54,55,128,128,0,2
3,74,277,54,55,128,128,0,2
3,75,277,54,55,128,128,0,2
3,76,277,54,55,128,128,0,2
3,77,118,55,1,128,192,6,2
3,78,6,55,1,64,192,2,2
3,79,412,46,7,128,192,0,0
3,80,411,47,7,128,128,0,0
3,81,25,2,4,64,64,0,2
3,82,213,2,4,0,0,0,2
3,83,1,2,4,64,64,8,2
3,84,126,2,4,64,0,0,2
3,85,2,5,2,128,64,40,2
3,86,63,5,2,128,128,0,2
3,87,209,5,2,128,64,0,2
3,88,208,5,2,128,128,0,2
3,89,208,6,3,0,64,0,0
3,90,413,4,16,192,128,0,0
3,91,203,5,13,128,192,0,0
3,92,203,7,5,128,192,0,0
3,93,203,16,10,192,128,0,0
3,94,413,21,8,0,128,0,0
3,95,2,15,2,64,128,34,2
3,96,194,15,2,128,64,0,2
3,97,195,15,2,64,128,0,2
3,98,208,22,2,128,128,0,2
3,99,190,22,2,128,128,1,2
3,100,190,22,3,128,64,1,0
3,101,190,23,3,64,0,1,0
3,102,191,12,5,64,192,1,0
3,103,191,12,6,128,64,1,0
3,104,119,22,2,64,128,1,2
3,105,451,16,11,0,0,1,0
3,106,451,12,12,128,0,1,0
3,107,451,12,12,0,0,1,0
3,108,283,13,12,128,64,0,0
3,109,283,14,12,0,64,0,0
3,110,247,8,42,192,0,1,0
3,111,277,57,51,128,128,0,0
3,112,277,57,52,192,64,0,0
3,113,168,5,2,64,64,0,2
4,0,408,38,60,128,128,0,2
4,1,408,38,60,64,64,0,2
4,2,408,38,60,64,64,0,2
4,3,61,38,60,128,64,0,2
4,4,61,38,60,128,64,0,2
4,5,262,36,59,64,64,7,3
4,6,37,36,60,64,64,0,3
4,7,128,38,59,128,64,0,3
4,8,118,38,59,128,128,4,3
4,9,263,51,54,64,0,0,0
4,10,263,52,54,0,0,0,0
4,11,418,47,61,64,64,0,0
4,12,419,47,61,128,64,0,0
4,13,199,47,61,128,128,0,0
4,14,199,51,61,64,64,0,0
4,15,447,51,61,128,64,0,0
4,16,205,54,57,128,128,0,0
4,17,247,54,57,64,128,1,0
4,18,265,54,57,64,64,0,1
4,19,387,57,57,64,0,0,3
4,20,426,57,57,128,0,1,3
4,21,421,57,57,64,0,1,3
4,22,262,56,61,64,128,6,2
4,23,290,56,61,128,64,1,3
4,24,255,23,34,128,0,1,2
4,25,210,23,34,128,0,0,2
4,26,208,30,38,64,192,0,2
4,27,208,30,39,128,128,0,0
4,28,452,31,41,64,0,0,0
4,29,1,30,34,128,192,7,2
4,30,217,30,34,128,192,1,2
4,31,220,30,34,64,192,1,2
4,32,273,58,36,192,128,1,2
4,33,273,58,40,192,128,1,2
4,34,273,55,34,64,0,1,0
4,35,196,54,37,128,128,0,0
4,36,286,55,38,128,0,0,0
4,37,251,55,34,128,128,1,0
4,38,247,55,33,128,128,1,0
4,39,266,55,33,128,192,0,0
4,40,266,55,34,128,64,0,0
4,41,460,55,34,128,192,0,0
4,42,460,55,33,64,64,0,0
4,43,197,52,33,64,192,0,0
4,44,197,52,33,192,192,0,0
4,45,197,52,33,192,64,0,0
4,46,221,58,40,192,64,1,2
4,47,119,58,40,192,64,1,2
4,48,25,58,40,192,128,0,2
4,49,110,53,47,64,64,1,0
4,50,63,53,47,192,64,0,0
4,51,126,54,47,64,64,0,0
4,52,207,54,47,128,128,0,0
4,53,449,53,41,64,192,3,2
4,54,223,53,41,64,192,1,2
4,55,6,48,24,128,64,1,2
4,56,267,48,24,128,128,3,2
4,57,272,48,24,64,128,0,2
4,58,415,48,24,128,64,0,2
4,59,414,56,61,128,128,1,3
4,60,414,38,59,128,64,1,3
4,61,406,2,20,64,0,0,0
4,62,197,2,20,0,128,0,0
4,63,223,3,20,128,0,1,2
4,64,220,3,20,128,0,1,2
4,65,110,3,20,128,64,1,2
4,66,402,3,20,64,0,0,2
4,67,449,3,20,128,0,1,2
4,68,207,20,32,64,0,0,2
4,69,203,20,32,64,0,0,2
4,70,205,17,26,64,128,0,0
4,71,205,17,29,128,128,0,0
4,72,453,37,36,128,64,0,2
4,73,453,37,36,128,64,0,2
4,74,3,37,36,128,64,90,2
4,75,255,37,36,64,64,1,2
4,76,251,28,11,64,128,1,2
4,77,416,28,11,128,128,0,2
4,78,200,28,11,128,64,0,2
4,79,26,25,11,128,64,0,2
4,80,90,25,11,128,64,6,2
4,81,110,25,11,64,128,1,2
4,82,208,2,8,128,64,0,2
4,83,194,3,7,64,128,0,0
4,84,194,3,9,192,0,0,0
4,85,195,2,6,64,64,0,0
4,86,195,3,8,128,64,0,0
4,87,195,3,10,0,64,0,0
4,88,195,2,8,128,64,0,2
4,89,195,2,8,128,128,0,2
4,90,118,4,6,0,192,1,0
4,91,118,7,8,0,64,1,0
4,92,118,4,11,0,128,1,0
4,93,6,4,7,128,192,1,0
4,94,126,5,8,192,192,0,0
4,95,96,2,8,64,64,1,2
4,96,275,9,47,0,0,0,0
4,97,275,11,47,192,0,0,0
4,98,275,2,49,0,64,0,0
4,99,275,2,47,0,64,0,0
4,100,275,2,45,0,64,0,0
4,101,275,2,43,0,64,0,0
4,102,210,53,1,128,192,0,2
4,103,283,52,2,64,192,0,0
4,104,283,52,2,192,192,0,0
4,105,283,52,3,128,64,0,0
4,106,282,52,3,0,64,0,0
4,107,7,53,1,64,192,4,2
4,108,70,2,8,128,128,0,2
5,0,190,50,32,64,128,1,0
5,1,190,50,31,192,64,1,0
5,2,190,51,30,0,0,1,0
5,3,455,51,30,64,192,0,0
5,4,455,46,30,128,192,0,0
5,5,455,50,25,64,128,0,0
5,6,455,44,29,0,128,0,0
5,7,455,30,11,0,192,0,0
5,8,455,30,9,64,64,0,0
5,9,455,27,5,192,64,0,0
5,10,190,26,4,128,64,1,0
5,11,190,25,10,64,64,1,0
5,12,190,25,10,0,192,1,0
5,13,190,30,11,192,128,1,0
5,14,190,31,22,64,128,1,0
5,15,190,29,28,128,192,1,0
5,16,190,27,27,192,64,1,0
5,17,190,32,28,128,192,1,0
5,18,455,33,27,192,128,0,0
5,19,455,28,28,64,128,0,0
5,20,455,29,22,128,64,0,0
5,21,455,12,17,64,192,0,0
5,22,455,13,17,128,128,0,0
5,23,190,12,14,0,128,1,0
5,24,190,13,14,0,0,1,0
5,25,455,47,15,64,64,0,0
5,26,455,45,11,0,128,0,0
5,27,263,46,61,0,64,0,0
5,28,263,46,56,0,64,0,0
5,29,220,46,53,64,64,1,2
5,30,230,46,53,64,128,1,2
5,31,419,46,53,64,64,0,2
5,32,269,46,53,0,128,0,2
5,33,449,46,53,64,128,3,2
5,34,449,46,60,128,64,1,0
5,35,25,34,54,128,64,0,2
5,36,147,34,54,128,128,0,2
5,37,181,34,54,128,128,0,2
5,38,2,34,54,128,128,26,2
5,39,110,34,54,128,128,1,2
5,40,191,25,53,64,64,3,2
5,41,459,23,56,64,64,0,0
5,42,460,24,56,128,128,0,0
5,43,266,23,56,192,64,0,0
5,44,266,21,56,64,128,0,0
5,45,118,19,58,128,64,6,2
5,46,2,19,58,128,128,18,2
5,47,10,19,58,64,128,0,2
5,48,286,23,60,64,64,0,0
5,49,286,21,60,128,0,0,0
5,50,402,20,58,192,64,0,0
5,51,405,20,54,128,192,0,0
5,52,448,6,49,128,64,0,0
5,53,448,9,46,64,64,0,0
5,54,204,13,44,0,128,0,0
5,55,286,9,37,0,128,0,0
5,56,283,13,45,128,0,0,0
5,57,283,12,44,64,64,0,0
5,58,283,14,45,64,0,0,0
5,59,283,11,43,192,64,0,0
5,60,118,7,44,0,64,6,1
5,61,90,5,47,128,192,6,1
5,62,63,9,48,64,0,0,1
5,63,190,9,48,128,0,1,0
5,64,196,7,46,64,192,0,0
5,65,251,7,46,128,192,1,0
5,66,252,7,45,64,192,1,0
5,67,252,9,46,0,192,1,0
5,68,209,13,51,0,0,0,0
5,69,208,12,51,64,192,0,0
5,70,409,13,49,128,192,0,0
5,71,202,9,21,64,128,0,0
5,72,201,10,21,0,128,0,0
5,73,62,20,52,64,192,0,0
5,74,447,20,51,64,64,0,0
5,75,447,20,52,64,0,0,0
5,76,202,20,52,128,64,0,0
5,77,202,20,51,128,128,0,0
5,78,205,21,44,64,128,0,0
5,79,205,21,44,192,64,0,0
5,80,263,22,44,64,64,0,0
5,81,263,22,44,128,128,0,0
5,82,216,6,29,64,128,1,0
5,83,451,6,29,192,128,1,0
5,84,451,23,45,128,0,1,0
5,85,451,23,53,64,0,1,0
5,86,204,16,30,128,0,0,0
5,87,203,23,38,128,128,0,0
5,88,203,28,36,64,64,0,0
5,89,208,57,31,128,128,0,2
5,90,195,57,35,128,128,0,2
5,91,210,57,31,128,64,0,2
5,92,255,57,35,128,128,1,2
5,93,1,57,31,128,64,18,2
5,94,418,57,35,128,64,0,2
5,95,213,54,24,64,64,0,0
5,96,118,55,23,192,128,1,0
5,97,118,52,25,128,0,1,0
5,98,202,56,25,128,64,0,0
5,99,452,57,25,0,64,0,0
5,100,194,38,12,128,64,0,2
5,101,453,38,12,128,128,0,2
5,102,453,38,12,64,64,0,2
5,103,411,38,13,192,64,0,0
5,104,25,31,16,128,64,0,2
5,105,1,31,16,64,128,16,2
5,106,220,31,16,64,64,1,2
5,107,413,21,11,192,128,0,0
5,108,194,33,12,64,128,0,0
5,109,194,34,13,64,64,0,0
5,110,26,8,21,128,128,0,2
5,111,447,42,24,64,64,0,0
5,112,215,43,24,0,64,1,0
5,113,212,43,24,128,64,1,0
5,114,448,46,55,128,64,0,0
5,115,410,46,4,0,64,0,0
5,116,127,18,34,64,128,0,2
5,117,36,18,34,64,64,0,2
5,118,165,18,34,0,128,0,2
5,119,118,18,34,64,64,6,2
5,120,223,18,36,64,128,1,2
5,121,95,18,36,0,128,6,2
5,122,207,35,2,128,64,0,0
5,123,207,41,2,64,64,0,0
5,124,203,35,2,64,128,0,0
5,125,203,41,2,128,128,0,0
5,126,36,32,3,128,128,0,2
5,127,346,32,3,128,128,0,2
5,128,231,32,3,128,64,1,2
5,129,255,39,1,128,192,1,2
5,130,119,39,1,64,192,2,2
5,131,416,38,16,128,64,0,2
5,132,217,38,16,128,64,1,2
5,133,2,38,16,128,128,33,2
5,134,192,20,11,128,128,1,2
5,135,6,20,11,128,64,3,2
5,136,110,20,11,64,128,1,2
5,137,200,23,33,128,64,0,2
5,138,279,23,33,64,128,0,2
5,139,1,23,33,128,64,10,2
5,140,120,11,13,0,0,1,2
5,141,221,6,8,192,64,1,2
5,142,255,6,8,192,64,1,2
5,143,61,6,8,192,64,0,2
5,144,408,51,43,128,192,0,0
5,145,209,52,45,0,64,0,0
5,146,5,25,9,192,128,1,0
5,147,5,27,11,0,0,1,0
5,148,5,49,31,128,0,1,0
5,149,5,49,29,64,192,1,0
5,150,5,30,26,64,192,1,0
5,151,5,31,28,0,0,1,0
5,152,469,2,14,0,128,0,2
5,153,361,2,14,0,64,0,2
5,154,190,11,13,64,64,1,2
6,0,250,17,59,128,64,1,0
6,1,250,18,58,64,128,1,0
6,2,250,21,57,128,128,1,0
6,3,250,22,57,64,128,1,0
6,4,250,24,58,128,128,1,0
6,5,263,18,57,128,128,0,0
6,6,263,19,57,64,192,0,0
6,7,263,25,59,128,0,0,0
6,8,274,39,49,0,64,1,0
6,9,274,39,49,64,128,1,0
6,10,274,39,49,128,64,1,0
6,11,207,41,50,64,64,0,0
6,12,207,41,50,0,128,0,0
6,13,465,41,50,128,128,0,0
6,14,465,41,50,128,64,0,0
6,15,273,46,59,0,128,1,0
