zone_id,id,creature_template_id,override_script,x,y,x_offset,y_offset,flags,extraitems,start_attitude,personality
1,18,50,z1twixx,2,4,64,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,23
1,19,213,,21,6,64,64,"[1, 0, 0, 150, 0, 0, 0, 0, 0]",[],2,24
1,20,115,,27,36,64,64,"[1, 0, 0, 170, 0, 0, 0, 0, 0]",[],2,25
1,21,131,mobguard,47,51,64,64,"[0, 30, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
1,22,131,mobguard,47,53,64,64,"[0, 30, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
1,23,131,mobguard,13,24,64,64,"[1, 30, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
1,24,131,mobguard,14,25,64,64,"[1, 30, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
1,25,132,mobguard,53,51,64,64,"[2, 31, 1, 0, 0, 0, 0, 0, 0]",[],2,65535
1,26,136,,51,49,64,64,"[1, 0, 0, 31, 0, 0, 0, 0, 0]",[],2,65535
1,27,136,,57,53,64,64,"[1, 0, 0, 31, 0, 0, 0, 0, 0]",[],2,65535
1,28,132,,57,51,64,64,"[1, 0, 0, 31, 0, 0, 0, 0, 0]",[],2,65535
1,29,132,,61,57,64,64,"[1, 0, 0, 31, 0, 0, 0, 0, 0]",[],2,65535
1,30,50,,4,43,64,64,"[0, 0, 0, 32, 0, 0, 0, 0, 0]",[],2,65535
1,31,51,,4,40,64,64,"[0, 0, 0, 32, 0, 0, 0, 0, 0]",[],2,65535
1,32,52,,4,38,64,64,"[0, 0, 0, 32, 0, 0, 0, 0, 0]",[],2,65535
1,33,50,,9,32,64,64,"[1, 0, 0, 32, 0, 0, 0, 0, 0]",[],2,65535
1,34,102,,56,47,64,64,"[1, 0, 0, 43, 0, 0, 0, 0, 0]",[],2,65535
1,35,51,,23,39,64,64,"[0, 0, 0, 44, 0, 0, 0, 0, 0]",[],2,65535
1,36,51,,23,41,64,64,"[0, 0, 0, 44, 0, 0, 0, 0, 0]",[],2,65535
1,37,208,,14,46,64,64,"[0, 0, 0, 33, 0, 0, 0, 0, 0]",[],2,65535
1,38,22,mobflock,16,47,0,64,"[45, 0, 0, 34, 0, 0, 0, 0, 0]",[],2,65535
1,39,52,,22,7,64,64,"[0, 0, 0, 35, 0, 0, 0, 0, 0]",[],2,65535
1,40,52,,20,5,64,64,"[0, 0, 0, 35, 0, 0, 0, 0, 0]",[],2,65535
2,0,22,mobhunter,4,39,64,64,"[1, 11, 0, 0, 0, 0, 0, 0, 0]",[],3,65535
2,1,22,mobhunter,4,43,64,64,"[1, 11, 0, 0, 0, 0, 0, 0, 0]",[],3,65535
2,2,22,mobhunter,3,40,64,0,"[1, 11, 0, 0, 0, 0, 0, 0, 0]",[],3,65535
2,3,22,mobhunter,3,42,64,128,"[1, 11, 0, 0, 0, 0, 0, 0, 0]",[],3,65535
2,4,12,mobhunter,58,19,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,5,12,mobhunter,55,23,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,6,12,mobhunter,52,19,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,7,12,mobhunter,58,14,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,8,12,mobhunter,61,23,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,9,12,mobhunter,51,17,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,10,12,mobhunter,60,15,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,11,12,mobhunter,56,17,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[420, 100, 466, 100]",4,65535
2,12,245,z2guard,23,60,64,64,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,13,245,z2guard,22,61,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,14,245,z2guard,20,61,64,64,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",[],2,65535
2,15,245,z2guard,19,60,64,64,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",[],2,65535
2,16,252,z2guard,38,58,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,17,252,z2guard,39,50,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,18,252,z2guard,42,49,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,19,252,z2guard,53,57,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,20,252,z2guard,52,49,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,21,252,z2guard,54,50,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,22,252,z2guard,3,40,64,128,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",[],2,65535
2,23,252,z2guard,3,42,64,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,24,245,z2guard,25,7,64,64,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,25,245,z2guard,26,5,64,64,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",[],2,65535
2,26,245,z2guard,27,3,64,64,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",[],2,65535
2,27,245,z2guard,61,6,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,65535
2,28,245,z2guard,61,10,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,65535
2,29,252,z2guard,61,8,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,65535
2,30,2,z2rawal,46,4,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 100, 167, 100]",2,40
2,31,253,z2hallmob,44,25,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[389, 100]",4,65535
2,32,246,mobreturn,43,10,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,33,246,mobreturn,49,10,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,34,253,mobreturn,49,11,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,35,253,mobreturn,43,11,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,36,246,mobreturn,50,10,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,37,246,mobreturn,44,11,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,38,253,mobreturn,44,10,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,39,253,mobreturn,50,11,64,64,"[0, 0, 0, 15, 9, 0, 0, 0, 0]",[],4,65535
2,40,253,,59,40,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,41,253,,59,41,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,42,115,,20,24,64,64,"[0, 0, 0, 30, 0, 0, 0, 0, 0]",[],3,46
2,43,22,,7,58,64,64,"[1, 0, 0, 16, 0, 0, 0, 0, 0]",[],2,65535
2,44,52,,17,30,0,64,"[0, 0, 0, 17, 0, 0, 0, 0, 0]",[],3,65535
2,45,52,,20,29,64,0,"[0, 0, 0, 17, 0, 0, 0, 0, 0]",[],3,65535
2,46,52,,19,26,128,128,"[0, 0, 0, 17, 0, 0, 0, 0, 0]",[],3,65535
2,47,63,,38,40,64,64,"[1, 3, 14, 0, 0, 0, 0, 0, 0]",[],4,65535
2,48,63,,43,43,64,64,"[1, 3, 14, 0, 0, 0, 0, 0, 0]",[],4,65535
2,49,63,,49,44,64,64,"[1, 3, 14, 0, 0, 0, 0, 0, 0]",[],4,65535
2,50,7,mobshaper,45,21,64,64,"[1, 0, 0, 59, 60, 61, 150, 0, 0]","[102, 100]",2,41
2,51,166,mobhunter,46,19,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,52,166,mobhunter,46,20,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,53,166,mobhunter,46,21,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,54,170,mobabil,7,56,64,64,"[1, 0, 0, 1, 1, 170, 0, 0, 0]",[],2,42
2,55,1,mobshaper,24,34,64,64,"[0, 0, 0, 64, 65, 66, 192, 0, 0]","[41, 100]",2,43
2,56,253,,25,33,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,57,253,,25,34,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,58,246,,25,35,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,59,4,mobshaper,30,8,64,64,"[0, 0, 0, 68, 69, 70, 210, 0, 0]","[67, 100]",2,44
2,60,166,,31,7,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,61,253,,31,8,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,62,246,,31,9,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
2,63,50,,24,43,64,64,"[1, 0, 0, 230, 0, 0, 0, 0, 0]","[123, 100, 124, 100]",2,45
2,64,52,mobleadpc,43,55,64,64,"[250, 3, 12, 2, 251, 252, 0, 0, 0]",[],2,65535
2,65,65,mobforcetk,7,14,64,64,"[1, 50, 2, 14, 0, 0, 0, 0, 0]",[],2,47
3,0,129,,8,45,64,64,"[1, 0, 0, 12, 0, 0, 0, 0, 0]",[],2,65535
3,1,129,,8,41,64,64,"[1, 0, 0, 30, 0, 0, 0, 0, 0]",[],2,61
3,2,85,mobgroup,26,59,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,3,85,mobgroup,27,60,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,4,85,mobgroup,28,59,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,5,85,mobgroup,29,60,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,6,85,,15,31,64,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,7,85,,17,31,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,8,85,,17,30,128,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,9,85,,16,29,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,10,85,,15,30,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,11,86,,15,27,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,12,12,,37,35,0,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,13,12,,38,33,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,14,12,,41,35,128,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,15,12,,39,37,0,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,16,12,,40,33,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,17,22,,40,17,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,18,22,,40,16,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,19,22,,40,15,128,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,20,22,,42,14,0,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,21,22,,43,16,64,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,22,22,,42,17,64,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,23,22,mobgroup,58,58,64,64,"[1, 3, 1, 90, 0, 0, 0, 0, 0]","[466, 100, 9, 100]",3,62
3,24,22,mobgroup,56,57,64,64,"[1, 0, 0, 13, 0, 0, 0, 0, 0]",[],3,65535
3,25,22,mobgroup,56,59,64,64,"[1, 0, 0, 13, 0, 0, 0, 0, 0]",[],3,65535
3,26,22,mobgroup,57,60,64,64,"[1, 0, 0, 13, 0, 0, 0, 0, 0]",[],3,65535
3,27,22,mobgroup,59,60,64,64,"[1, 0, 0, 13, 0, 0, 0, 0, 0]",[],3,65535
3,28,12,,55,8,64,64,"[1, 0, 0, 14, 0, 0, 0, 0, 0]",[],3,65535
3,29,12,,55,12,64,64,"[1, 0, 0, 14, 0, 0, 0, 0, 0]",[],3,65535
3,30,85,,3,21,128,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,31,85,,4,19,128,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,32,85,,3,18,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,33,85,,4,15,128,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,34,86,,5,12,128,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,35,86,mobae,57,45,64,64,"[1, 3, 2, 0, 1, 6, 0, 0, 0]","[9, 100]",4,65535
3,36,22,mobbeam,5,4,64,64,"[1, 3, 2, 0, 4, 0, 0, 0, 0]",[],4,65535
3,37,85,,4,3,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,38,85,,5,3,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,39,85,,6,3,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,40,12,mobae,15,3,64,64,"[1, 3, 2, 0, 10, 6, 0, 0, 0]","[362, 100, 420, 100]",4,65535
3,41,12,,14,5,64,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,42,12,,16,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,43,12,,22,3,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,44,12,,22,7,0,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
3,45,12,,23,2,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,0,72,,30,54,64,64,"[1, 0, 0, 12, 0, 0, 0, 0, 0]",[],2,65535
4,1,72,,31,60,64,64,"[1, 0, 0, 12, 0, 0, 0, 0, 0]",[],2,65535
4,2,32,,32,40,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,3,50,,55,39,64,64,"[0, 0, 0, 15, 0, 0, 0, 0, 0]",[],3,65535
4,4,50,,47,34,64,0,"[0, 0, 0, 15, 0, 0, 0, 0, 0]",[],3,65535
4,5,50,,48,28,128,64,"[0, 0, 0, 15, 0, 0, 0, 0, 0]",[],3,65535
4,6,169,,38,57,128,64,"[0, 0, 0, 30, 0, 0, 0, 0, 0]",[],2,80
4,7,115,,44,27,64,64,"[0, 0, 0, 50, 0, 0, 0, 0, 0]",[],2,81
4,8,12,,42,14,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,9,12,,42,18,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,10,12,,44,18,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,11,12,,44,14,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,12,110,,43,16,64,64,"[21, 22, 23, 24, 9, 24, 0, 0, 0]",[],4,65535
4,13,12,mobhunter,43,17,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,14,22,mobhunter,44,17,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,15,22,mobhunter,44,15,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,16,12,mobhunter,43,15,64,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,17,120,,24,7,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,18,120,,24,5,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,19,120,,25,5,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,20,120,,25,7,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,21,72,mobtwopts,37,34,64,64,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",[],4,65535
4,22,72,mobtwopts,37,35,64,64,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",[],4,65535
4,23,72,mobtwopts,38,35,64,64,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",[],4,65535
4,24,72,mobtwopts,38,34,64,64,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",[],4,65535
4,25,72,mobtwopts,27,12,64,64,"[0, 0, 0, 2, 0, 0, 0, 0, 0]",[],4,65535
4,26,72,mobtwopts,26,12,64,64,"[0, 0, 0, 2, 0, 0, 0, 0, 0]",[],4,65535
4,27,72,mobtwopts,26,11,64,64,"[0, 0, 0, 2, 0, 0, 0, 0, 0]",[],4,65535
4,28,72,mobtwopts,27,11,64,64,"[0, 0, 0, 2, 0, 0, 0, 0, 0]",[],4,65535
4,29,82,,13,8,64,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,30,82,,10,5,0,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,31,82,,12,4,0,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,32,82,,7,5,128,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,33,82,,9,7,0,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
4,34,82,,10,12,0,128,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,65535
