zone_id,id,object_template_id,x,y,x_offset,y_offset,override_script,flags
0,121,64,40,47,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,122,96,40,41,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,123,139,40,50,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,124,140,40,50,0,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,125,124,40,46,64,0,,"[70, 0, 0, 1, 0, 0, 0, 0, 0]"
0,126,126,40,46,64,128,,"[70, 0, 0, 1, 0, 0, 0, 0, 0]"
0,127,124,40,42,64,0,,"[70, 0, 0, 1, 0, 0, 0, 0, 0]"
0,128,126,40,42,64,128,,"[70, 0, 0, 1, 0, 0, 0, 0, 0]"
0,129,191,40,43,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,130,26,40,45,0,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,131,26,40,45,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,132,26,40,45,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,133,26,40,45,192,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,134,22,40,47,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,135,15,40,40,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,136,13,40,40,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,137,75,40,41,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,138,212,40,43,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,139,158,40,42,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,140,50,40,53,0,64,,"[0, 28, 1, 0, 0, 0, 0, 0, 0]"
0,141,190,40,37,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,142,244,40,59,0,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,143,244,40,59,64,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,144,244,40,59,128,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,145,247,40,60,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,146,75,40,10,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,147,33,40,57,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,0,189,40,31,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,1,188,40,9,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,2,96,40,26,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,3,96,40,22,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,4,77,40,20,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,5,79,40,13,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,6,71,40,28,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,7,193,40,19,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,8,193,40,34,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,9,193,40,48,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,10,193,40,50,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,11,193,40,39,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,12,193,40,19,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,13,193,40,25,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,14,96,40,27,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,15,96,40,31,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,16,96,40,21,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,17,96,40,21,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,18,140,40,24,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,19,139,40,24,128,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,20,139,40,24,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,21,51,40,42,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,22,53,40,46,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,23,7,40,46,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,24,7,40,53,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,25,106,40,56,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,26,149,40,57,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,27,74,40,55,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,28,158,40,59,192,64,lockbox,"[6, 0, 1, 25, 0, 0, 0, 0, 0]"
1,29,17,40,57,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,30,19,40,57,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,31,19,40,49,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,32,18,40,51,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,33,214,40,55,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,34,74,40,37,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,35,74,40,37,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,36,74,40,37,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,37,210,40,43,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,38,210,40,45,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,39,210,40,47,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,40,18,40,46,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,41,52,40,41,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,42,50,40,32,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,43,82,40,38,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,44,82,40,38,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,45,106,40,38,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,46,106,40,41,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,47,16,40,38,64,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,48,16,40,41,64,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,49,202,40,39,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,50,93,40,36,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,51,200,40,40,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,52,37,40,35,0,192,,"[9, 0, 0, 0, 0, 0, 0, 0, 0]"
1,53,210,40,33,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,54,83,40,34,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,55,125,40,54,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,56,127,40,54,128,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,57,219,40,57,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,58,217,40,57,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,59,249,40,60,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,60,105,40,19,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,61,105,40,19,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,62,124,40,58,64,0,,"[12, 0, 1, 26, 0, 0, 0, 0, 0]"
1,63,126,40,58,64,128,,"[12, 0, 1, 26, 0, 0, 0, 0, 0]"
1,64,125,40,49,0,64,,"[15, 0, 1, 27, 0, 0, 0, 0, 0]"
1,65,127,40,49,128,64,,"[15, 0, 1, 27, 0, 0, 0, 0, 0]"
1,66,223,40,58,0,0,,"[6, 0, 0, 0, 15, 0, 0, 0, 0]"
1,67,118,40,60,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,68,26,40,56,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,69,83,40,50,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,70,14,40,53,128,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,71,222,40,56,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,72,71,40,59,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,73,159,40,52,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,74,124,40,47,64,0,,"[8, 0, 1, 28, 0, 0, 0, 0, 0]"
1,75,126,40,47,64,128,,"[8, 0, 1, 28, 0, 0, 0, 0, 0]"
1,76,221,40,45,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,77,77,40,49,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,78,50,40,51,0,64,cntrldoor,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,79,62,40,50,0,0,doorlever,"[10, 0, 1, 29, 0, 0, 0, 0, 0]"
1,80,80,40,44,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,81,26,40,48,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,82,22,40,48,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,83,61,40,53,192,192,walllever,"[4, 57, 3, 0, 0, 0, 0, 0, 0]"
1,84,25,40,60,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,85,83,40,30,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,86,83,40,41,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,87,4,40,35,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,88,19,40,33,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,89,1,40,30,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,90,167,40,6,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,91,64,40,8,64,64,powrspiral,"[0, 1, 19, 0, 0, 0, 0, 0, 0]"
1,92,218,40,8,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,93,118,40,6,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,94,78,40,2,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,95,70,40,3,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,96,124,40,4,64,0,,"[25, 0, 1, 24, 0, 0, 0, 0, 0]"
1,97,126,40,4,64,128,,"[25, 0, 1, 24, 0, 0, 0, 0, 0]"
1,98,130,40,5,0,0,,"[3, 0, 8, 0, 0, 0, 0, 0, 0]"
1,99,130,40,3,192,192,,"[3, 0, 8, 0, 0, 0, 0, 0, 0]"
1,100,130,40,5,192,0,,"[3, 0, 8, 0, 0, 0, 0, 0, 0]"
1,101,130,40,7,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,102,130,40,9,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,103,129,40,10,0,0,,"[0, 0, 0, 98, 100, 0, 0, 0, 0]"
1,104,202,40,8,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,105,196,40,2,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,106,42,40,3,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,107,42,40,3,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,108,42,40,4,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,109,63,40,13,192,192,,"[1, 23, 4, 0, 0, 0, 0, 0, 0]"
1,110,170,40,17,64,64,,"[5, 1, 23, 111, 0, 0, 0, 0, 0]"
1,111,170,40,17,64,64,,"[5, 1, 23, 110, 0, 0, 0, 0, 0]"
1,112,196,40,12,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,113,202,40,16,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,114,200,40,14,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,115,60,40,3,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,116,60,40,3,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,117,118,40,10,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,118,118,40,7,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,119,118,40,8,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,120,118,40,7,64,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,121,113,40,3,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,122,173,40,22,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,123,173,40,17,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,124,10,40,55,64,64,,"[37, 0, 0, 0, 0, 0, 0, 0, 0]"
1,125,11,40,43,0,192,,"[38, 0, 0, 0, 0, 0, 0, 0, 0]"
1,126,11,40,52,192,192,,"[25, 0, 0, 0, 0, 0, 0, 0, 0]"
1,127,11,40,19,192,0,,"[26, 0, 0, 0, 0, 0, 0, 0, 0]"
1,128,11,40,21,64,64,,"[27, 0, 0, 0, 0, 0, 0, 0, 0]"
1,129,11,40,26,192,192,,"[28, 0, 0, 0, 0, 0, 0, 0, 0]"
1,130,11,40,42,0,0,,"[29, 0, 0, 0, 0, 0, 0, 0, 0]"
1,131,26,40,58,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,132,160,40,4,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,133,37,40,40,0,0,,"[8, 0, 0, 0, 0, 0, 0, 0, 0]"
1,134,211,40,50,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,135,119,40,60,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,136,74,40,55,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,137,119,40,54,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,138,119,40,48,128,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,139,249,40,45,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,140,119,40,4,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,0,80,40,1,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,1,80,40,1,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,2,82,40,58,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,3,210,40,60,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,4,82,40,58,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,5,33,40,52,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,6,33,40,49,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,7,33,40,52,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,8,33,40,51,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,9,33,40,49,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,10,33,40,47,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,11,33,40,35,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,12,33,40,25,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,13,33,40,11,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,14,33,40,14,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,15,33,40,5,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,16,33,40,3,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,17,33,40,21,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
